Make,Height,Length,Width,Fuel Type,Classification,Driveline,Number_of_Forward_Gears,City_MPG,Highway_MPG,Horsepower,Torque
Chevrolet,181,140,206,Gasoline,Automatic,All-wheel drive,4,14,19,300,320
Chevrolet,82,207,240,Gasoline,Automatic,Rear-wheel drive,4,21,22,332,367
Chevrolet,82,207,240,Gasoline,Automatic,Rear-wheel drive,4,21,22,332,367
Chevrolet,79,207,240,Gasoline,Automatic,All-wheel drive,4,21,22,332,367
Chevrolet,79,207,240,Gasoline,Automatic,All-wheel drive,4,21,22,332,367
Chevrolet,77,102,237,Gasoline,Automatic,Rear-wheel drive,4,14,19,302,305
Chevrolet,77,102,237,E85,Automatic,Rear-wheel drive,6,11,16,315,335
Chevrolet,77,102,237,E85,Automatic,Rear-wheel drive,4,10,14,302,305
Chevrolet,77,102,237,E85,Automatic,Rear-wheel drive,6,11,16,315,335
Chevrolet,82,102,237,Gasoline,Automatic,All-wheel drive,4,14,18,195,260
Chevrolet,82,102,237,Gasoline,Automatic,All-wheel drive,4,13,18,302,305
Chevrolet,82,102,237,E85,Automatic,All-wheel drive,6,11,16,315,335
Chevrolet,82,102,237,E85,Automatic,All-wheel drive,4,10,13,302,305
Chevrolet,82,102,237,E85,Automatic,All-wheel drive,6,11,16,315,335
Chevrolet,74,70,237,Gasoline,Automatic,Rear-wheel drive,4,15,20,195,260
Chevrolet,74,70,237,Gasoline,Automatic,Rear-wheel drive,4,14,19,302,305
Chevrolet,74,70,237,E85,Automatic,Rear-wheel drive,6,11,16,315,335
Chevrolet,74,70,237,Gasoline,Automatic,Rear-wheel drive,4,14,19,302,305
Chevrolet,74,70,237,E85,Automatic,Rear-wheel drive,6,11,16,315,335
Chevrolet,82,70,237,Gasoline,Automatic,All-wheel drive,4,14,18,195,260
Chevrolet,82,70,237,E85,Automatic,All-wheel drive,4,10,13,302,305
Chevrolet,82,70,237,Gasoline,Automatic,All-wheel drive,6,15,21,315,335
Chevrolet,82,70,237,E85,Automatic,All-wheel drive,4,10,13,302,305
Chevrolet,82,70,237,E85,Automatic,All-wheel drive,6,11,16,315,335
Chevrolet,82,215,240,E85,Automatic,Rear-wheel drive,6,11,16,315,335
Chevrolet,82,215,240,Gasoline,Automatic,Rear-wheel drive,4,14,19,302,305
Chevrolet,82,215,240,Gasoline,Automatic,Rear-wheel drive,4,14,19,302,305
Chevrolet,82,215,240,Gasoline,Automatic,Rear-wheel drive,6,15,21,315,335
Chevrolet,82,215,240,Gasoline,Automatic,Rear-wheel drive,6,13,19,403,417
Chevrolet,82,215,240,Gasoline,Automatic,Rear-wheel drive,6,15,22,315,335
Chevrolet,82,215,240,Gasoline,Automatic,Rear-wheel drive,6,15,21,315,335
Chevrolet,82,215,240,Gasoline,Automatic,Rear-wheel drive,6,13,19,403,417
Chevrolet,79,215,240,E85,Automatic,All-wheel drive,4,10,13,302,305
Chevrolet,79,215,240,Gasoline,Automatic,All-wheel drive,6,15,21,315,335
Chevrolet,79,215,240,E85,Automatic,All-wheel drive,4,10,13,302,305
Chevrolet,79,215,240,E85,Automatic,All-wheel drive,4,10,13,302,305
Chevrolet,79,215,240,Gasoline,Automatic,All-wheel drive,6,15,21,315,335
Chevrolet,79,215,240,Gasoline,Automatic,All-wheel drive,6,12,19,403,417
Chevrolet,79,215,240,E85,Automatic,All-wheel drive,6,11,16,315,335
Chevrolet,79,215,240,Gasoline,Automatic,All-wheel drive,6,12,19,403,417
Chevrolet,85,215,237,E85,Automatic,Rear-wheel drive,4,10,14,302,305
Chevrolet,85,215,237,E85,Automatic,Rear-wheel drive,6,11,16,315,335
Chevrolet,85,215,237,Gasoline,Automatic,Rear-wheel drive,4,14,19,302,305
Chevrolet,85,215,237,Gasoline,Automatic,Rear-wheel drive,4,14,19,302,305
Chevrolet,85,215,237,E85,Automatic,Rear-wheel drive,6,11,16,315,335
Chevrolet,85,215,237,Gasoline,Automatic,Rear-wheel drive,6,13,19,403,417
Chevrolet,85,215,237,Gasoline,Automatic,Rear-wheel drive,6,15,21,315,335
Chevrolet,85,215,237,Gasoline,Automatic,Rear-wheel drive,6,13,19,403,417
Chevrolet,79,215,237,E85,Automatic,All-wheel drive,4,10,13,302,305
Chevrolet,79,215,237,Gasoline,Automatic,All-wheel drive,6,15,21,315,335
Chevrolet,79,215,237,Gasoline,Automatic,All-wheel drive,4,13,18,302,305
Chevrolet,79,215,237,E85,Automatic,All-wheel drive,4,10,13,302,305
Chevrolet,79,215,237,Gasoline,Automatic,All-wheel drive,6,15,21,315,335
Chevrolet,79,215,237,E85,Automatic,All-wheel drive,6,9,13,403,417
Chevrolet,79,215,237,Gasoline,Automatic,All-wheel drive,6,15,21,315,335
Chevrolet,79,215,237,Gasoline,Automatic,All-wheel drive,6,12,19,403,417
Chevrolet,77,185,237,E85,Automatic,Rear-wheel drive,6,11,16,315,335
Chevrolet,77,185,237,Gasoline,Automatic,Rear-wheel drive,6,15,21,315,335
Chevrolet,77,185,237,Gasoline,Automatic,Rear-wheel drive,6,15,21,315,335
Chevrolet,77,185,237,Gasoline,Automatic,All-wheel drive,6,15,21,315,335
Chevrolet,77,185,237,E85,Automatic,All-wheel drive,6,11,16,315,335
Chevrolet,77,185,237,Gasoline,Automatic,All-wheel drive,6,15,21,315,335
Honda,152,240,57,Gasoline,Manual,Front-wheel drive,6,17,25,271,251
Honda,152,240,57,Gasoline,Automatic,Front-wheel drive,5,21,31,190,162
Honda,152,240,57,Gasoline,Manual,Front-wheel drive,5,22,31,190,162
Honda,152,240,57,Gasoline,Automatic,Front-wheel drive,5,21,31,190,162
Honda,152,240,57,Gasoline,Automatic,Front-wheel drive,5,19,28,271,251
Honda,152,240,57,Gasoline,Manual,Front-wheel drive,5,22,31,190,162
Honda,152,240,57,Gasoline,Automatic,Front-wheel drive,5,21,31,190,162
Honda,152,240,57,Gasoline,Manual,Front-wheel drive,5,22,31,190,162
Honda,58,66,54,Gasoline,Manual,Front-wheel drive,5,22,31,177,161
Honda,195,66,54,Gasoline,Automatic,Front-wheel drive,5,21,31,177,161
Honda,195,66,54,Gasoline,Manual,Front-wheel drive,5,22,31,177,161
Honda,195,66,54,Gasoline,Automatic,Front-wheel drive,5,21,31,177,161
Honda,195,66,54,Gasoline,Manual,Front-wheel drive,5,22,31,190,162
Honda,195,66,54,Gasoline,Automatic,Front-wheel drive,5,21,31,190,162
Honda,195,66,54,Gasoline,Manual,Front-wheel drive,5,22,31,190,162
Honda,195,66,54,Gasoline,Automatic,Front-wheel drive,5,21,31,190,162
Honda,195,71,54,Gasoline,Automatic,Front-wheel drive,5,19,29,271,254
Honda,195,71,54,Gasoline,Automatic,Front-wheel drive,5,19,29,271,254
Honda,135,134,105,Gasoline,Automatic,Front-wheel drive,5,18,27,271,254
Honda,135,134,105,Gasoline,Automatic,Front-wheel drive,5,18,27,271,254
Honda,135,134,105,Gasoline,Automatic,All-wheel drive,5,17,25,271,254
Honda,117,105,214,Gasoline,Manual,Front-wheel drive,5,26,34,140,128
Honda,117,105,214,Gasoline,Automatic,Front-wheel drive,5,25,36,140,128
Honda,117,105,214,Gasoline,Manual,Front-wheel drive,5,26,34,140,128
Honda,117,105,214,Gasoline,Automatic,Front-wheel drive,5,25,36,140,128
Honda,117,105,214,Gasoline,Manual,Front-wheel drive,5,26,34,140,128
Honda,117,105,214,Gasoline,Automatic,Front-wheel drive,5,25,36,140,128
Honda,117,105,214,Gasoline,Manual,Front-wheel drive,5,26,34,140,128
Honda,117,105,214,Gasoline,Automatic,Front-wheel drive,5,25,36,140,128
Honda,117,105,214,Gasoline,Manual,Front-wheel drive,6,21,29,197,139
Honda,155,151,216,Gasoline,Manual,Front-wheel drive,5,26,34,140,128
Honda,117,105,214,Gasoline,Automatic,Front-wheel drive,5,25,36,140,128
Honda,155,151,216,Gasoline,Manual,Front-wheel drive,5,26,34,140,128
Honda,155,151,216,Gasoline,Automatic,Front-wheel drive,5,25,36,140,128
Honda,155,151,216,Gasoline,Manual,Front-wheel drive,5,26,34,140,128
Honda,155,151,216,Gasoline,Automatic,Front-wheel drive,5,25,36,140,128
Honda,155,151,216,Gasoline,Manual,Front-wheel drive,5,26,34,140,128
Honda,155,151,216,Gasoline,Automatic,Front-wheel drive,5,25,36,140,128
Honda,155,151,216,Gasoline,Manual,Front-wheel drive,5,26,34,140,128
Honda,155,151,216,Gasoline,Automatic,Front-wheel drive,5,25,36,140,128
Honda,155,151,216,Gasoline,Manual,Front-wheel drive,5,26,34,140,128
Honda,155,151,216,Gasoline,Automatic,Front-wheel drive,5,25,36,140,128
Honda,155,151,216,Gasoline,Manual,Front-wheel drive,6,21,29,197,139
Honda,155,151,216,Compressed natural gas,Automatic,Front-wheel drive,5,24,36,113,109
Honda,244,8,158,Gasoline,Manual,Front-wheel drive,5,27,33,117,106
Honda,244,8,158,Gasoline,Automatic,Front-wheel drive,5,28,35,117,106
Honda,244,8,158,Gasoline,Manual,Front-wheel drive,5,27,33,117,106
Honda,244,8,158,Gasoline,Automatic,Front-wheel drive,5,27,33,117,106
Honda,142,166,26,Gasoline,Automatic,Front-wheel drive,5,21,28,180,161
Honda,142,166,26,Gasoline,Automatic,All-wheel drive,5,21,27,180,161
Honda,142,166,26,Gasoline,Automatic,Front-wheel drive,5,21,28,180,161
Honda,142,166,26,Gasoline,Automatic,All-wheel drive,5,21,27,180,161
Honda,142,166,26,Gasoline,Automatic,Front-wheel drive,5,21,28,180,161
Honda,26,166,26,Gasoline,Automatic,All-wheel drive,5,21,27,180,161
Honda,252,219,26,Gasoline,Automatic,Front-wheel drive,5,20,25,166,161
Honda,252,219,26,Gasoline,Automatic,All-wheel drive,5,19,24,166,161
Honda,252,219,26,Gasoline,Automatic,Front-wheel drive,5,20,25,166,161
Honda,252,219,26,Gasoline,Manual,All-wheel drive,5,18,23,166,161
Honda,252,219,26,Gasoline,Automatic,All-wheel drive,5,19,24,166,161
Honda,229,232,26,Gasoline,Manual,Front-wheel drive,5,18,23,166,161
Honda,229,232,26,Gasoline,Automatic,Front-wheel drive,5,20,25,166,161
Honda,11,240,201,Gasoline,Automatic,Front-wheel drive,5,17,23,250,253
Honda,54,240,201,Gasoline,Automatic,Front-wheel drive,5,17,23,250,253
Honda,54,240,201,Gasoline,Automatic,Front-wheel drive,5,17,23,250,253
Honda,54,240,201,Gasoline,Automatic,All-wheel drive,5,16,22,250,253
Honda,54,240,201,Gasoline,Automatic,Front-wheel drive,5,17,23,250,253
Honda,54,240,201,Gasoline,Automatic,All-wheel drive,5,16,22,250,253
Honda,211,13,166,Gasoline,Automatic,Front-wheel drive,5,16,23,244,240
Honda,242,13,166,Gasoline,Automatic,Front-wheel drive,5,16,23,244,240
Honda,242,13,166,Gasoline,Automatic,Front-wheel drive,5,17,25,244,245
Honda,242,13,166,Gasoline,Automatic,Front-wheel drive,5,17,25,244,245
Honda,249,137,184,Gasoline,Automatic,All-wheel drive,5,15,20,250,247
Honda,249,137,184,Gasoline,Automatic,All-wheel drive,5,15,20,250,247
Honda,16,137,184,Gasoline,Automatic,All-wheel drive,5,15,20,250,247
